,id,lot_frontage,lot_area,overall_qual,mas_vnr_area,bsmt_qual,total_bsmt_sf,gr_liv_area,totrms_abvgrd,garage_cars,garage_qual,garage_cond,saleprice,total_baths,has_bsmt,has_fireplace,has_porch,has_2nd_flr,nabe_Blmngtn,nabe_Blueste,nabe_BrDale,nabe_BrkSide,nabe_ClearCr,nabe_CollgCr,nabe_Crawfor,nabe_Edwards,nabe_Gilbert,nabe_Greens,nabe_IDOTRR,nabe_MeadowV,nabe_Mitchel,nabe_NAmes,nabe_NPkVill,nabe_NWAmes,nabe_NoRidge,nabe_NridgHt,nabe_OldTown,nabe_SWISU,nabe_Sawyer,nabe_SawyerW,nabe_Somerst,nabe_StoneBr,nabe_Timber,nabe_Veenker,house_type_1Fam,house_type_2_fam,house_type_Twnhs,fnd_BrkTil,fnd_CBlock,fnd_PConc,house_age,remod_age,new_house,new_remod
29,1957,60.0,8064,5,0.0,3,672.0,924,6,2.0,3,3,122900,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,58,1,0,1
30,380,80.0,9600,8,0.0,4,2524.0,2524,9,2.0,3,3,278000,3.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,28,28,0,0
31,2860,69.05520046484602,11435,8,0.0,4,792.0,1517,7,2.0,3,3,230000,1.0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,77,56,0,0
32,2517,30.0,9549,8,0.0,4,1494.0,1494,6,2.0,3,3,270000,2.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,11,10,0,1
33,1933,60.0,10950,6,0.0,3,948.0,948,5,2.0,3,3,125000,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,55,55,0,0
34,820,79.0,10637,8,336.0,5,1705.0,1718,7,3.0,3,3,297000,3.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1
35,675,80.0,9000,6,82.0,4,160.0,1142,5,1.0,3,3,113500,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,51,51,0,0
36,2910,41.0,2665,5,0.0,3,757.0,1475,6,1.0,3,3,127000,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29,29,0,0
37,21,105.0,11751,6,480.0,4,1844.0,1844,7,2.0,3,3,190000,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,33,33,0,0
38,1873,80.0,9600,7,320.0,3,1242.0,1242,6,2.0,3,3,175500,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,34,34,0,0
39,2125,60.0,8428,5,0.0,4,990.0,990,5,1.0,3,3,146000,2.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,13,13,0,0
40,1489,75.0,9937,5,0.0,3,1256.0,1256,6,1.0,3,3,147500,2.5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,43,43,0,0
41,2383,107.0,13891,10,99.69590931493346,5,2076.0,2076,7,3.0,3,3,100000,3.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
42,983,69.05520046484602,9101,5,104.0,4,1097.0,1110,4,2.0,3,3,165500,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,31,31,0,0
43,1325,81.0,12150,5,335.0,3,1050.0,1795,7,1.0,2,3,131500,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,54,54,0,0
44,1378,70.0,11200,5,0.0,3,1040.0,1040,5,1.0,3,3,129500,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,43,43,0,0
45,1537,100.0,9670,8,40.0,3,608.0,1873,9,2.0,2,3,257076,1.5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,73,58,0,0
46,905,60.0,10998,5,0.0,3,984.0,1604,6,2.0,3,3,117000,2.0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,68,49,0,0
47,1532,60.0,7200,7,0.0,4,776.0,1502,6,1.0,3,3,149000,1.5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,77,8,0,1
48,132,80.0,9920,5,110.0,3,1056.0,1063,6,1.0,3,3,128000,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,56,56,0,0
49,1078,36.0,2448,7,106.0,4,764.0,1626,6,2.0,3,3,155000,2.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,4,1,1
50,2511,69.05520046484602,2998,6,513.0,4,756.0,1524,4,2.0,3,3,166000,2.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,6,6,1,1
51,912,65.0,7804,4,0.0,3,1122.0,1981,7,2.0,3,3,135000,3.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,81,59,0,0
52,2351,80.0,16692,7,184.0,4,1392.0,2784,12,2.0,3,3,250000,4.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28,28,0,0
53,330,21.0,1476,4,0.0,3,546.0,1092,5,0.0,0,0,76000,1.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,40,40,0,0
54,2586,75.0,10170,6,522.0,3,216.0,1575,5,2.0,3,3,155000,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,55,55,0,0
55,224,80.0,9364,6,143.0,3,663.0,1352,7,1.0,3,3,158000,1.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,41,41,0,0
56,98,24.0,2544,7,0.0,4,600.0,1200,4,2.0,3,3,149500,3.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,6,5,1,1
57,2565,82.0,9888,5,0.0,3,936.0,936,5,1.0,3,3,121000,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,52,31,0,0
58,1934,68.0,7942,6,0.0,3,1040.0,1040,6,1.0,3,3,136000,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,54,54,0,0
59,997,69.05520046484602,15038,6,0.0,4,916.0,1636,7,2.0,3,3,173000,2.5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,12,0,0
60,64,92.0,11764,8,348.0,4,1152.0,2270,9,3.0,3,3,290000,2.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,11,3,0,1
61,1799,75.0,9000,8,0.0,4,1184.0,2610,11,2.0,3,3,303477,2.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
62,230,69.05520046484602,20062,7,0.0,4,1420.0,1483,4,2.0,3,3,270000,2.5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,33,9,0,1
63,1295,81.0,7308,5,0.0,3,936.0,1740,6,1.0,2,2,122250,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,88,58,0,0
64,638,70.0,8750,5,0.0,3,1382.0,1382,6,1.0,3,3,153000,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,54,54,0,0
65,2278,70.0,8402,5,0.0,4,1120.0,1120,6,0.0,0,0,147000,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
66,2202,63.0,4000,7,0.0,4,531.0,1098,5,1.0,3,3,148500,2.0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,77,12,0,0
67,2833,32.0,3363,7,117.0,4,976.0,1708,7,2.0,3,3,130000,2.0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,1
68,1707,94.0,13615,9,510.0,5,1802.0,1802,7,3.0,3,3,372000,2.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
69,2428,43.0,3013,7,145.0,4,1362.0,1506,6,2.0,3,3,213490,2.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
70,242,44.0,17485,7,96.0,4,1508.0,1508,5,2.0,3,3,308030,2.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1
71,1564,69.05520046484602,23730,7,668.0,5,1840.0,2032,7,3.0,3,3,300000,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,11,0,0
72,2613,79.0,8910,6,0.0,3,655.0,1194,6,2.0,3,3,159500,1.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,47,47,0,0
73,2832,24.0,2522,7,50.0,4,970.0,1709,7,2.0,3,3,137500,2.0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,1
74,2459,73.0,8688,7,228.0,4,1616.0,1616,7,3.0,3,3,232000,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1
75,1360,69.05520046484602,6291,6,0.0,3,768.0,768,4,2.0,3,3,93850,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,78,58,0,0
76,2723,69.05520046484602,17529,5,65.0,3,872.0,872,5,1.0,2,2,105000,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,82,56,0,0
77,1350,60.0,6324,4,0.0,3,520.0,520,4,1.0,2,3,68500,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,81,58,0,0
78,136,80.0,11600,5,361.0,3,1105.0,2274,12,2.0,3,3,154300,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,50,50,0,0
79,2235,50.0,7288,5,0.0,3,936.0,1601,6,0.0,0,0,129850,2.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,82,4,0,1
80,1993,35.0,4571,5,0.0,3,616.0,1232,6,2.0,2,2,114000,1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,97,57,0,0
81,367,63.0,17423,9,748.0,5,2216.0,2234,9,3.0,3,3,100000,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1
82,1309,100.0,12665,5,0.0,3,876.0,1416,7,3.0,3,3,153900,1.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,93,58,0,0
83,402,60.0,9000,4,0.0,3,864.0,864,5,2.0,3,3,130000,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38,3,0,1
84,1592,32.0,4500,6,197.0,5,1189.0,1189,4,2.0,3,3,160500,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,11,0,0
85,2409,48.0,6373,9,572.0,5,1666.0,1666,6,2.0,3,3,310090,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
86,539,67.0,10083,7,99.69590931493346,4,1176.0,1200,5,2.0,3,3,184900,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6,6,1,1
87,1940,70.0,13300,5,0.0,4,928.0,928,4,1.0,3,3,132000,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,51,7,0,1
88,588,80.0,9600,5,128.0,4,1288.0,1336,6,2.0,3,3,163000,2.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40,40,0,0
89,96,30.0,3215,7,120.0,4,600.0,1200,4,2.0,3,3,155000,2.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,6,6,1,1
90,1187,69.05520046484602,11104,6,0.0,3,1427.0,1427,7,2.0,3,3,183000,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39,39,0,0
91,2154,69.05520046484602,15295,7,254.0,4,860.0,1992,7,2.0,3,3,211000,3.5,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,11,5,0,1
92,550,70.0,9109,7,0.0,4,754.0,1540,6,2.0,3,3,184000,3.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,15,15,0,0
93,811,64.0,7018,5,0.0,0,0.0,1535,8,2.0,3,3,118858,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,30,30,0,0
94,124,69.05520046484602,14112,5,86.0,3,1152.0,1152,6,2.0,3,3,180500,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,46,46,0,0
95,1836,80.0,3523,8,30.0,4,1141.0,1151,5,2.0,3,3,166000,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1
96,779,88.0,15312,6,54.0,3,1138.0,1138,6,2.0,3,3,148000,1.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,49,49,0,0
97,1886,74.0,7450,5,0.0,3,894.0,1074,6,2.0,3,3,124000,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,51,51,0,0
98,1724,60.0,7313,9,246.0,5,1561.0,1561,6,2.0,3,3,277500,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,1
99,2450,83.0,10019,8,397.0,4,1342.0,2726,9,3.0,3,3,350000,2.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,11,11,0,0
100,1013,53.0,15401,9,296.0,5,1884.0,1884,7,3.0,3,3,387000,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,4,1,1
101,2084,58.0,9098,4,0.0,3,528.0,605,5,0.0,0,0,86000,2.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,87,5,0,1
102,1184,103.0,16280,8,0.0,4,1426.0,1671,6,2.0,3,3,290000,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,32,1,0,1
103,728,72.0,9392,3,0.0,2,245.0,797,5,0.0,0,0,44000,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,109,59,0,0
104,950,71.0,12209,6,0.0,5,804.0,1961,7,2.0,3,3,215000,3.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,7,1,1
