id,saleprice
2700,161075.1241391183
217,140695.55817090973
343,193101.20002074586
386,240988.5320522959
2005,135013.67137455364
2908,146050.59672832393
1814,226067.91235076584
2446,454778.65445127524
208,141345.39836810334
1679,110254.37906391405
822,294462.4214987222
6,169361.51931853982
1781,334334.0022775662
2397,322366.5190548044
2340,330258.0783661237
1618,167457.24882664043
2843,127467.2535665101
1061,366871.92958663066
2786,106702.93647382861
1935,132629.98531775875
1341,120584.066527029
521,276985.9230167266
2136,150510.6702399057
996,204704.55961392616
227,146063.80962965713
135,171103.40532646741
1167,167332.65648357032
294,249240.52207510092
1776,213926.80992550176
540,188259.99120269963
1717,220315.47327510125
2303,136988.52988046396
116,177291.22062497353
127,140855.50022721055
1371,130737.47572390096
1014,172037.27107619343
1507,94755.97331607359
702,139339.61585705905
750,143274.34308480466
261,142793.15118668095
1559,55821.05501260416
577,228165.1816196384
2812,200338.8886055938
2080,133495.24358953122
1368,113797.79933525326
2376,133382.67018460733
659,109859.96825793716
1235,129548.58733785227
332,74469.76096162692
1917,148028.17159184976
2094,250636.65222598362
1460,258087.16067815843
1471,212236.5082173549
1509,95542.23673144111
1922,141167.5291470308
433,432899.7057160685
460,283061.82494488434
1116,262424.27875414205
1137,171278.03167171753
53,169786.66086901538
2354,259346.12403854317
1475,197090.89045839297
1761,366085.7669151208
842,138885.94940950163
2739,180753.83959838047
2509,155093.74371485287
1007,191523.21214740007
2610,156301.86667838984
1952,66868.21589382319
2719,148638.20381600468
2921,74943.92550950198
1966,138080.80023529893
292,128642.06319369901
1204,191289.33360986132
1829,263187.22383160546
2419,185898.49789410006
391,172869.4186301249
798,102701.53463788267
481,202447.8274914208
193,200619.9583322226
555,122500.73234174134
899,74865.235222341
2357,191226.65184464672
328,138399.94804300292
1356,145434.11792672024
1154,112202.5499539982
1730,176695.28002498666
2249,162416.59016090247
1119,277761.17990612006
2856,135803.42916439933
1394,128233.6451158231
2587,127253.410569193
61,314618.4542533443
2661,188331.62729946978
2711,123068.74666769401
1147,174114.61976896523
757,132461.4043970909
2623,95232.9870735691
2378,139442.9708364376
1413,136288.92989450943
1722,244903.92363325134
1112,229710.27311005705
1623,201948.02849605106
1201,186503.55175428302
1513,97240.11402701269
957,375573.5904786313
1171,233054.26700271756
1145,193474.4873897452
2726,231310.2756964195
703,156672.22944955627
760,102484.71405289986
1964,137300.9613355984
2512,179214.80674530187
159,132008.28166634875
1281,177448.3365403494
468,179517.80652104566
290,140183.17797137465
665,102720.1433419495
1463,248241.972286342
1792,234700.96843397728
923,167505.49511721963
500,293176.0054747323
1408,152819.52806603216
331,87165.17059028102
170,152462.1090783317
2192,83494.8930246784
2571,215795.70465033478
2314,180350.66869483012
2647,100337.96747130578
422,419623.281370515
2457,305866.98482637026
1838,190413.95494502265
2805,244742.22676136094
1645,173514.74082624965
1711,325322.323248842
2825,233286.0660252074
322,298860.7696605842
2103,250607.73000486373
342,116154.01528859363
600,123149.12126773097
488,188496.91589518564
1725,295468.46524755517
2246,249798.67734123723
2847,151783.29795990494
806,214910.00223044775
530,245492.85219066378
963,210223.98093142384
2678,76025.49369981789
171,88342.69863104675
2401,398832.7934337135
805,226016.66469313888
2259,254292.7478336283
1748,198042.41624039807
1361,135772.2956911376
1677,104347.50347552355
1406,150256.5741704281
2322,227458.52386751116
688,159770.6234701826
143,136838.98914381186
804,216087.40992491986
1214,171351.34903905855
2828,116961.60445362417
1999,177035.38445790453
2467,206579.86034249488
2665,158523.2618342856
1538,338985.52077872644
398,113881.37022825646
2822,133800.5112674406
2157,125904.91955837044
1856,200962.79972461847
1269,115174.93256298742
2570,112256.24265521979
2320,226637.9907483797
1517,139542.30883236305
2304,118870.77852779518
1312,99578.97632523772
2012,133973.49459134188
506,255463.8920040647
2865,227217.03521297328
2367,92832.72528581106
554,89054.62876655781
238,119088.22145628219
1954,113387.7840826105
2488,135538.22038850392
2291,79629.16077973528
1969,109421.04360079361
2725,163143.2641470951
1482,132641.8661032999
2763,211251.80083627065
503,284913.6662455576
1584,269686.16178728314
1531,171265.49323268025
2210,192610.81789252342
459,309882.41074940725
556,122325.39879411897
1347,139970.25376917009
1290,81629.13308342666
1388,99302.60049365496
1571,283425.6927910091
2754,204933.19925610945
765,135793.57011327252
2494,117267.18315285948
2870,249559.33793497062
7,278970.4770356732
1114,256993.1962924139
2418,252368.65008425608
291,141326.20211783916
18,378170.6528701576
39,363584.5440507418
1001,321791.52251972235
2442,226684.7312339375
616,134077.74466659722
2680,75346.39921716528
1414,104872.1734581154
289,134010.9781897609
40,293527.94806262845
860,119938.47772830538
409,127393.7527304916
673,149577.92347587977
2427,164321.34708375757
2036,201436.66762817756
2564,138770.88872259486
642,160247.70755564427
1008,180672.83589004926
1908,146951.3364747183
2519,200730.58969025395
1369,85149.9482445002
2855,164731.64072256477
712,83535.2567682692
1943,110589.26453258692
1958,137799.8568455957
107,164230.95884438907
2295,216220.492386547
704,94265.5552950727
676,121929.2271681538
259,174596.81833697436
93,295100.686313179
106,263620.4292619736
2315,195089.73193693775
1050,109027.85657558293
1095,209239.6331322175
2709,149041.06559038264
758,163669.26351531368
1496,142521.6074834059
2370,104926.0866243137
2458,284983.1345181297
2733,118311.9296987052
161,259118.64816878366
726,155749.51662246106
845,210143.77527136466
947,248093.59470739664
2232,125007.36083288668
2563,150160.19881367247
2299,138387.0451988179
211,111262.41334744965
605,164012.61359777156
1478,215403.39825854718
2247,250222.70279506742
2274,232624.70094711366
2869,227235.23104183105
967,231906.0128594345
2656,100667.63356681372
667,208008.48215815265
1042,106357.60407280148
2023,160015.7938887471
2447,373927.577371364
2055,133198.9028108879
2275,283529.26964188146
2204,191999.77670453375
1563,254187.77010795823
483,245606.01825096563
796,101165.21334424487
1526,187087.097573055
2042,149374.28810796276
442,351449.0008507136
1693,338821.3406529584
1468,218881.87753178366
1430,203807.73475196643
2605,146195.21609792416
1529,207234.43263947242
335,141172.12750583226
1287,120807.02957225598
31,87656.45112938879
1785,284064.4993556664
82,175291.38950807156
2620,106524.45881945334
252,198918.28579568618
721,75300.88790556561
2165,183214.49897995914
2316,192813.29013946187
775,135245.81647764944
1558,94325.86605100709
17,205832.16485241684
1022,222492.95526014382
925,138073.64102445115
438,320578.3693136235
1270,140970.65905893713
1272,119004.66885682689
215,134314.5331813015
266,234328.90002623707
2402,315102.17560857337
1250,127898.53068182385
1984,112694.1101228647
1279,127736.78990900678
377,230389.4670349485
1252,155364.08729781676
2156,243525.2711681088
499,338005.3667253411
1374,128497.8089941905
2898,234229.19827443187
401,103226.21768731641
2721,188930.00299475557
2078,242233.9390430146
2589,133965.9177771728
1946,248054.64813278872
1334,126221.3137873285
2781,238531.003863368
431,382758.64667635236
576,191371.49014089713
1474,216922.97212673136
2254,150009.0735649172
2155,273780.5136494229
885,114525.96075925078
643,141574.43764865116
1944,130043.24118158802
480,202698.81142093078
2845,79723.08910236793
2387,357885.25369688676
2407,228651.77561612357
2527,172796.49069180194
2514,147545.49220393057
629,177385.1989553324
80,210940.1071780454
1876,141833.83320221494
1546,106607.70997496632
2518,203164.93027498628
2347,163925.03632010374
783,193134.4240579818
1322,38090.4940934295
194,90356.45990015141
1770,311413.6251735593
2143,150075.05976290756
1229,212749.91516903724
511,271396.75516433956
46,244694.06245300028
1348,174522.69199165358
2465,205737.0105530474
387,243945.98422850898
873,213057.09683792893
1918,123826.75356183828
2764,227239.64794169788
2184,121491.81802540598
934,138892.494968034
1920,129099.37825895847
2631,152913.50899344345
1768,459866.8314414516
2040,113880.11772581143
1749,209835.4829426747
834,226240.6125262677
1457,228443.2899833722
79,107609.64034377476
2302,109032.26065595075
1817,136284.12280161862
2755,225717.91647031964
359,174315.33565698526
2059,106421.4030853059
2092,243076.53801832374
2516,241650.84921170882
150,117008.84699041567
1656,147685.7270952773
83,106083.3027043977
2411,178547.99761258645
795,82352.84047591209
2312,228082.2455786788
2917,100019.50639916275
1624,167957.52160808776
2215,302320.7486250107
1211,159622.69377039254
1485,134515.39174590068
1024,193257.3293070954
570,176013.4965076683
2874,125772.89260266534
700,156254.34846635268
2756,210287.9579123659
2022,173768.80641031955
583,245456.89281292623
2392,376336.975903625
2424,181311.47540161313
212,89858.08534674195
736,131910.19236073236
1610,189130.997945523
890,113235.00124573575
467,177858.56326793056
578,237172.7255609739
1747,192198.89717543704
1149,119418.83994575258
2758,217387.75385160238
857,134697.3555021195
2219,279099.0584220147
733,119682.65960606455
2909,113142.16974172808
1798,261476.46947921222
235,113935.99592027553
2366,102341.10526836541
1027,116461.42576971145
1195,144006.18418322556
1303,29476.53697027432
148,198054.97542324045
608,169446.39331983606
2515,222262.94347602158
821,271953.0832171975
2500,288244.3597412404
745,124093.9833080842
741,124557.78975400495
1611,151615.94390059434
2532,122499.1351182747
1081,212668.26130447828
1692,381567.50935311406
2520,175127.3266395895
276,109952.82434854926
1992,109795.99631693722
663,41634.64625612096
418,117354.18725099126
1733,196472.76370935375
2359,155677.88547055778
253,193377.3212506948
1518,162911.4103541748
2035,133270.56309775356
2919,69607.54433062478
1540,256129.2250865558
2120,145100.7245227134
1674,151228.63834951923
256,153116.4921142201
2361,92720.18973040566
978,90905.79744666393
2280,140545.7232470321
2095,210751.00102197798
1709,360087.8702225255
2801,243878.8996753368
1246,117410.73391753154
2373,99046.82184254279
1055,327081.0656999174
2017,122343.92594961796
1099,300561.28445737844
1344,113344.69318832134
835,200456.94741724367
1117,219618.73977214698
2043,95099.2796195788
2085,77811.88864299696
410,147477.24358808927
2650,96310.42774175783
2867,171882.74676428537
1668,109271.37687680438
1161,157643.73822135397
2122,174383.85722681799
2539,134254.3133973485
1047,135365.39292426372
1445,132954.03549822984
541,139962.91690539382
569,195793.60541914174
1276,123331.58430975185
918,159296.71424247575
326,178165.13976932244
1936,132527.66591836305
895,79831.97122834914
257,152280.90291867917
1241,186252.4779497606
1545,134520.61757737224
1189,174226.7438280066
270,127488.41319815374
2066,234858.67518378017
693,112017.95012872315
1259,133269.13081723495
2916,155678.94329099063
2321,256882.93851830723
1977,110843.86621346338
1895,156574.78173856338
1240,165221.4518343161
85,140882.0921902172
1823,124339.63276983853
825,285550.8866769388
110,244672.57283993953
697,114784.33167741548
2297,117801.26796562412
1231,139134.96441511856
1355,137963.3807783309
968,320874.8731758742
584,207926.77026037103
1315,113866.30041896265
1606,140415.4918165073
206,109380.01312662777
1685,350743.68434327166
2016,115441.37344783128
869,212458.94053119092
2135,126032.49041738691
2346,196122.19849332483
2430,206098.18710571463
2198,103195.50744177354
2652,104686.58409552235
27,116500.06166560257
241,166815.00966102467
906,122639.94314066818
1506,95096.17111874794
2098,318635.97429911164
1435,222011.91908838646
2213,181615.84433276707
1274,134058.05755256608
743,60767.083498588356
1737,186442.66025635847
2797,268938.6604800125
2185,77501.04901772577
58,187025.37222875858
830,208314.452239781
808,122967.98170602562
680,148660.17319253064
1153,98135.58800370051
1291,132163.77846140758
1818,166877.90554848756
2161,189698.8629852304
1883,125650.39855955202
350,338883.3367137355
2473,153725.97829333256
295,196195.91007811867
293,184031.65647272195
859,130389.56021385334
288,71018.99687199129
1578,173768.98939373076
102,188388.42153604093
2831,125246.08729288934
1030,159387.03664573096
2551,134998.76846861263
1286,164287.43221183936
958,295732.8928357229
776,123121.40508067385
72,237299.94738516057
2263,252310.59249420874
1866,150793.15149200446
2876,76251.77866873128
2146,246266.43379744113
103,161154.86935825285
1500,116870.92357747203
492,191201.0766501676
167,131329.4124480239
2597,111698.96476406149
2685,120277.85291189508
1035,168953.19116837898
1220,79050.82166636927
2602,153522.22911005386
2159,214440.45886041486
695,148624.12104644897
1109,286157.1253239157
640,188141.34415432485
1652,171610.53549594677
2090,139925.58499159437
1188,171566.98606292304
2345,216307.66576777276
1059,381192.89535706176
2751,213228.4736814138
128,192461.37995893718
1523,202035.0992458102
2925,180233.47143575666
2145,265003.4250264579
1121,232261.84793235626
566,237418.98669064936
565,274414.36937278794
1331,136881.47101495185
2928,128669.33372688976
156,148371.66539368953
797,137105.5555170183
327,83006.09296207738
2859,184357.82469812594
1453,104628.90400525951
1762,338210.7756694113
1868,194153.110284392
1760,194863.78031422157
1113,256373.12121424385
1812,184398.46657315138
117,143714.23760282097
1142,213822.88883715245
2342,422608.6829938368
927,162083.0337457863
2478,193092.40457449947
655,57788.496105030354
2064,121437.78762750629
369,330605.2950054769
2239,123209.9234413059
2732,202855.36803837516
1653,166278.0652938888
959,235607.79156198932
2395,342318.702728254
1412,92610.01656049053
271,252300.84443823635
1484,134057.4395223859
1497,144855.31369478535
552,157246.263396257
2,120221.0650862623
1855,294136.54280462087
4,237120.26368833214
2292,176753.56946697985
134,130289.84576477045
646,100740.12956792177
42,342117.00635667087
532,235824.16769404625
713,91316.96864681412
2561,134326.73065638856
2360,136468.07123548078
1333,121028.32030258887
1407,226790.1313173835
2892,286067.37034047267
574,212586.03632941292
1227,173056.5857859633
2591,234860.68328660732
1476,224029.79943487432
1125,280331.7473337517
1446,143421.48777492443
408,104305.64862553313
1101,319392.6737847279
2251,193389.04820624818
373,183800.36556709534
2554,117740.71371562412
2382,304142.1269870312
1985,52550.18828773484
519,242247.51321310457
1093,209270.68801681898
864,252206.48085926482
2889,140004.3359710431
2308,179065.76558008426
986,159773.50718605972
1302,127589.32070594693
585,155792.48439243308
2708,144881.55521632705
147,118798.06552312018
1441,227731.82933017254
383,183350.97171110072
285,142946.53242812492
181,103731.86000938815
358,169571.53698777352
780,179673.4371793223
258,192894.184905623
1865,211089.11582621656
692,122734.76344636104
2902,312557.7765583834
508,258178.98185837525
2638,133061.33497675118
36,141934.6363378325
611,169483.57561946235
2281,130759.08817111368
1678,99025.40630131098
1696,390207.23708955257
1557,39086.52518072413
2180,158660.37442433223
1726,239794.35289582587
951,152536.27075741818
267,220702.14413762026
2706,126874.46017847589
2221,251188.66580182227
1357,101156.59043683222
2901,303639.0939296514
347,178738.21721217968
2164,202623.56080936082
1586,298481.15260082297
360,158487.27046473668
1769,273222.64905859536
2617,183094.15658109688
1879,143076.79952819066
991,201702.92995308628
1535,133978.45286961965
1191,130225.34704974944
1579,219564.1125503092
1882,137126.0620300377
1510,103924.32034066538
2196,193121.36342099236
1845,164165.91015587363
2336,421145.6176982053
942,80840.94061318203
861,134149.6470486474
2555,111206.07691358884
1392,169297.58298595133
2099,250454.84221084454
1543,114067.32711503361
948,245890.87568342238
1239,176295.85524368507
22,200968.34706952865
2796,235163.25479081448
2747,182651.80034338136
92,309845.6886109367
210,184747.88531872415
1858,203349.01907843773
2228,160149.69996559515
447,271291.7503730308
827,243394.98198556338
1649,225845.63612394145
682,121268.32804963831
2698,115945.41337622356
494,175580.8707455976
214,107867.6227475063
2441,244530.45784154898
2679,119465.8989173021
1336,135207.14923183905
465,191222.77690622967
1524,161678.7196552772
2543,126963.8387527185
631,137143.5590422734
2452,317354.72738533583
228,170780.59140810923
126,174234.6460716864
1092,245408.58029589336
1122,221888.38434337167
932,240061.94444064703
1980,69169.32768541545
2171,101236.51948703683
551,157497.53936935618
2768,190053.20595695346
2056,105132.26721385017
1159,339502.2002607804
2645,103674.34856970378
1174,174736.17522570782
2266,216255.9919798509
2462,335445.15180292923
1219,146854.80460033426
2922,156988.90762611752
118,154380.1025637764
474,170485.96241801314
2576,148190.2504834542
872,269472.4788068674
1077,241072.86141693118
1536,178021.74980714725
1150,129443.68975200487
2341,361549.39743992547
1931,133041.7836776073
2785,132922.01914421382
2538,130705.75595422622
597,206742.05005890902
464,208891.711125754
233,199067.02391122474
2169,138858.23093801388
2123,186637.01294268307
1867,179573.53612069302
137,250844.83266440532
515,245539.44545679097
933,106430.0094515304
2784,166622.96366619493
972,160785.13268781727
599,161254.7795084408
2614,135039.46476732177
2582,133038.2691550993
1409,163081.60500412673
175,94025.25851263126
352,305892.4409504319
976,102532.74561999261
2134,206633.0819484435
984,119668.8052825732
2396,371884.28253557207
1673,133772.23630523644
404,99193.51237373427
607,172549.83631528
814,161260.2562800761
868,199594.67273894188
2271,209745.32112195768
1633,269115.17526271095
337,195892.13693104955
2765,198166.46744175185
1746,225787.11941054842
368,381610.5022842082
2806,209081.14698157567
1662,179476.1375438773
1234,208744.30126945823
1373,117996.47179612766
1672,100346.4690211121
1939,135570.42883573048
