id,saleprice
1312,92111.96390175435
2012,137348.39351901744
506,256681.0180726391
2865,240982.07482612575
2367,95174.07872318127
554,73394.03099531906
238,126128.68202725674
1954,115912.40875547609
2488,141964.67493569365
2291,57495.197310523115
1969,106191.61528628154
2725,173447.7386761951
1482,133864.02452675204
2763,205196.3830167023
503,279736.34088901116
1584,263702.0161716428
1531,151519.39967725967
2210,198491.83410761668
459,309162.56639898487
556,128561.64748557535
1347,140005.39972149677
1290,64905.4451069893
1388,91089.39387855954
1571,266298.7446723606
2754,201274.5269989665
765,139429.22081078577
2494,125500.07192380345
2870,248137.9405792169
7,262234.9013852527
1114,268110.6675777215
2418,253385.6555385139
291,152721.6553132607
18,358716.46554368443
39,367945.59628715995
1001,308724.2048335854
2442,230546.90713820714
616,116892.33949341952
2680,75885.49746976576
1414,118930.45013736506
289,135107.66223819827
40,282506.8037332867
860,123649.10873371323
409,133269.17489323014
673,156949.65506497218
2427,163315.6109987617
2036,211487.3416667657
2564,138637.34851925602
642,154087.712427451
1008,178999.05264929886
1908,145409.83451796576
2519,198972.05575697788
1369,93636.10789472688
2855,164683.4026796393
712,89826.24704395045
1943,105697.99925839319
1958,133910.62372946812
107,163701.4698066424
2295,223634.63991229635
704,92632.72506224696
676,127373.11336524587
259,174376.817181319
93,295960.8418149798
106,261625.1287027683
2315,197101.41286641374
1050,105085.01152606698
1095,207852.00542621122
2709,156603.22537294833
758,145943.77947728877
1496,149154.4494495686
2370,116331.85351318213
2458,293246.8629676297
2733,131635.35276738176
161,260191.3174784251
726,152430.91542733007
845,208418.62615048786
947,246367.85872022557
2232,124144.41688029272
2563,154395.9519516473
2299,130488.75088904999
211,102919.29265148405
605,155460.67054586663
1478,206519.3331536962
2247,255753.10267237882
2274,226320.15454860142
2869,235430.8494569781
967,222020.01563343272
2656,108952.12527874095
667,203593.62788888282
1042,113720.99427361556
2023,162016.70685357484
2447,383050.0505343566
2055,118606.54265949829
2275,272345.35300856375
2204,184168.39225064393
1563,258178.60737359678
483,243588.805368488
796,97397.9423046062
1526,179961.35450794187
2042,132694.29389329336
442,350922.64152447134
1693,331391.1700378122
1468,215558.55012771807
1430,212217.50662705046
2605,150159.92743748782
1529,206091.10325912497
335,146262.47226081885
1287,122712.80561379771
31,89747.83284988606
1785,295380.71560613567
82,172020.8279787888
2620,119598.59341469835
252,191479.76559449185
721,58302.934952289026
2165,181317.29636465904
2316,193793.2166923477
775,130035.1161490003
1558,83582.41639275073
17,203796.8188611336
1022,221897.37178910105
925,132722.43494912822
438,312754.95566671924
1270,140196.02778467417
1272,114650.49408154111
215,140337.5475920596
266,236971.82153190102
2402,307317.52413353836
1250,142263.44821765122
1984,114245.19659265754
1279,137579.06118484223
377,245770.5692067739
1252,138459.7283587612
2156,245497.57933347096
499,329729.8085249397
1374,111901.58456514642
2898,245796.12245745625
401,110110.5577976019
2721,171047.298751435
2078,260345.07314551744
2589,125945.08605495226
1946,232826.88397231494
1334,127615.99482624467
2781,232638.93902483297
431,380511.1774777223
576,191443.95667264372
1474,214975.76737588894
2254,139628.2920612967
2155,276285.11374401976
885,104637.24215680506
643,145250.99412008387
1944,128030.05655137259
480,198915.3292246224
2845,90873.20252684319
2387,345697.0375954433
2407,222605.57469354966
2527,167019.64083516417
2514,143682.87946468766
629,146793.90325639257
80,214777.68100972264
1876,139974.62071561263
1546,109714.88496222885
2518,211635.4977721682
2347,166659.32501442172
783,210671.46680079453
1322,18621.602879100843
194,89260.1320821029
1770,303795.35057041724
2143,135735.0660305325
1229,207169.28033604712
511,282557.63800249633
46,239478.50397157297
1348,165403.30530150037
2465,206723.946460068
387,244239.61872877908
873,213667.8549381145
1918,129203.9255227223
2764,227259.13597151154
2184,119523.82228763087
934,139137.9945308674
1920,131141.2361419634
2631,151774.99365745613
1768,477291.07575129875
2040,121827.28606414911
1749,210718.6042265764
834,229645.44525965687
1457,226997.7156671469
79,102029.56626797278
2302,114900.39998498827
1817,144495.6164831166
2755,224363.22799658513
359,171459.46324097933
2059,101420.40505161136
2092,242507.65305783052
2516,244112.9733347101
150,124858.77044810382
1656,142323.25647172253
83,98040.90356227104
2411,180162.93664248777
795,67193.45740422611
2312,231841.4522929718
2917,103231.31598330179
1624,170808.69468958466
2215,302333.57130088913
1211,161536.7805474489
1485,134147.1607601984
1024,185712.56529385308
570,184549.05349288997
2874,141279.4084362367
700,142723.84684702786
2756,209633.46648988692
2022,179583.64687594378
583,242328.2994964338
2392,368766.52688282204
2424,180331.82716002685
212,90999.72911891589
736,133044.27492008932
1610,179373.2608406591
890,115505.72009976875
467,165423.76637475344
578,242457.09246867005
1747,192507.1354133307
1149,120240.21910533296
2758,233668.32697739714
857,138169.44451559838
2219,284085.7048003884
733,114628.27748024861
2909,111554.63965148447
1798,262757.8309919202
235,97312.38843283796
2366,116449.31069494011
1027,118272.22213395571
1195,138740.60498305017
1303,25796.821560449593
148,190641.66466960474
608,160712.14779858984
2515,217952.66660003268
821,262989.78788387094
2500,274093.793241858
745,109090.46635546084
741,128363.89149307966
1611,122364.4674126291
2532,113754.20014576637
1081,219970.00204263756
1692,389129.39176012354
2520,180051.93174108607
276,117106.92111920303
1992,122581.27932096782
663,32850.59003557038
418,119392.40581200925
1733,194738.8325491772
2359,156960.09062340835
253,187351.96580841707
1518,170707.12381232946
2035,137754.95308031669
2919,63900.7374737198
1540,256037.00161288527
2120,149536.4428117886
1674,150510.95097644316
256,162678.18932233303
2361,87262.64674416577
978,71918.01638732306
2280,123217.03965153605
2095,217433.81571536983
1709,360116.4035439823
2801,254939.37472803218
1246,113124.36652576835
2373,97633.942505943
1055,324940.7282269737
2017,122464.01105230286
1099,285037.3326159589
1344,99379.27303670034
835,206275.69548022628
1117,217450.67921195866
2043,104344.0900144619
2085,82401.06546158032
410,144846.9877704881
2650,110721.1995312976
2867,179071.17110955727
1668,109066.63068380115
1161,156544.7536721942
2122,164044.09210000606
2539,140316.8717657564
1047,140370.87899103653
1445,129949.68920015637
541,142175.41107139076
569,195548.85444552032
1276,121088.73560253001
918,159982.50407889643
326,167696.51076931256
1936,128168.16415424366
895,82777.28256306535
257,149283.6157114849
1241,194303.58457100813
1545,133652.86366796578
1189,171295.24724208488
270,127264.74546374705
2066,222724.08055470377
693,109677.54449032998
1259,137070.13492238725
2916,144250.68959295267
2321,258658.76807258592
1977,110106.24579004213
1895,148169.69183703026
1240,166663.31163655472
85,145919.89223952775
1823,126481.54037516585
825,289537.39613669494
110,248198.0939769097
697,116895.03215420904
2297,127889.56178140442
1231,141237.68041895755
1355,127602.10645052238
968,319195.79104504816
584,210033.84556801335
1315,122904.81862200805
1606,150419.8148285766
206,98825.9515318645
1685,351908.51957284135
2016,121260.98639149175
869,209439.5789632237
2135,128383.01649297634
2346,191340.44688823872
2430,218301.20778450553
2198,97316.32380026995
2652,113163.51715489503
27,115342.77861976376
241,164574.5773877565
906,115831.1382894654
1506,99796.95342911783
2098,328312.17082724185
1435,222770.8614121974
2213,164078.19415070018
1274,137093.46666427742
743,51198.46044176906
1737,185960.76599824073
2797,275153.0815179394
2185,73437.65411437066
58,184525.32002283583
830,206489.99991235312
808,125197.23910312296
680,135396.7160358866
1153,95881.88780921153
1291,126094.65459553365
1818,171043.2323930624
2161,183686.6411798393
1883,116655.4361375711
350,354737.9132006087
2473,156735.95799118443
295,193134.5105731715
293,193670.24953312904
859,130770.62681085817
288,56024.5451538895
1578,163169.06058878836
102,183656.74213176838
2831,134122.68680400818
1030,149746.05793509723
2551,143884.03531769
1286,159946.36629698
958,292521.6692707105
776,124439.49752953686
72,249989.1132338869
2263,242081.3868515821
1866,156374.95740027653
2876,76509.50073598948
2146,245037.10608493886
103,161413.81068985924
1500,123551.45390754368
492,188631.9095691621
167,135440.97105824942
2597,111084.66319887654
2685,114988.60844651762
1035,177820.33841775268
1220,75906.84074894906
2602,164659.62439151158
2159,211541.37320793356
695,145082.21835372134
1109,282851.42085635633
640,177019.62610825748
1652,166054.541260308
2090,151232.97507699317
1188,168227.20011721324
2345,226663.154571948
1059,389346.91044573544
2751,208507.07712392704
128,206440.39931908523
1523,191764.82786986206
2925,175985.47052450222
2145,279041.8709012695
1121,230500.60045966587
566,251883.77525966792
565,276649.43359560403
1331,130944.0673898606
2928,124933.38038829819
156,141855.05503386795
797,126971.78111173476
327,68089.26357033983
2859,172722.31788814304
1453,116802.96542098281
1762,340366.63890319585
1868,195724.78510110438
1760,194519.08444484643
1113,256574.6865865024
1812,184096.29950787924
117,144030.8906077617
1142,218198.446731013
2342,412124.42805087235
927,153193.3652292306
2478,194538.63479276976
655,56273.45847974926
2064,122407.33383012755
369,318336.16220107017
2239,114840.79825957015
2732,213482.71113350545
1653,169581.3193269553
959,224279.9611063508
2395,344478.6152039267
1412,108810.03815895715
271,246624.36018153015
1484,134621.21538269916
1497,159202.55136303676
552,166106.67534607268
2,120382.13940872949
1855,314219.6958668772
4,231376.28200392867
2292,165209.72575828194
134,135258.90449596292
646,102443.51755496173
42,331447.55543214554
532,241648.44070075575
713,77637.88858195012
2561,135830.42546418394
2360,124925.52434910825
1333,124100.50514242936
1407,237578.15421009972
2892,284425.4517585669
574,214851.32195079778
1227,174208.5802488404
2591,219635.979919811
1476,224736.29404752544
1125,276102.33593520144
1446,151168.85707234242
408,112696.40593003511
1101,313649.826634963
2251,196004.28876212434
373,179918.9160159905
2554,122234.3897211426
2382,296176.2869943754
1985,58496.83395754946
519,245510.36064549367
1093,200859.6380956234
864,247595.4826139573
2889,142986.3941866378
2308,195513.721484953
986,154732.16094552504
1302,138256.55898875996
585,156270.94797550025
2708,152647.3238853507
147,121491.71943183008
1441,228505.2300519541
383,183645.89170088706
285,145709.25186641002
181,102590.79368436748
358,184035.70504209714
780,184233.9961935015
258,188263.8480015209
1865,219005.64332329456
692,126344.00540359039
2902,318601.1897868053
508,258160.16077181642
2638,136839.49084291843
36,138359.76425097155
611,171597.13987955512
2281,127161.91406463744
1678,97301.30031972588
1696,402774.24944683054
1557,48881.45779798276
2180,163277.91700654762
1726,230741.1303259154
951,144109.8278164491
267,213652.1443247443
2706,132932.97318319167
2221,249512.62925678585
1357,132963.09352319487
2901,305711.13369036163
347,179413.82925828669
2164,202718.93340882464
1586,290613.10759262985
360,155166.74061358438
1769,263669.8649013947
2617,175517.97873569425
1879,129928.26444191198
991,219238.3991554209
1535,119873.57093912124
1191,131192.17997816319
1579,209532.62613737487
1882,143585.09144234064
1510,109563.71141152439
2196,199578.10235136424
1845,169190.28104664155
2336,401366.3684916091
942,80983.16556556788
861,137298.46351041846
2555,115843.27760899144
1392,176043.78811351777
2099,247852.05311167976
1543,120409.55862230303
948,263131.27652501524
1239,176511.87857445632
22,188912.00993887888
2796,244380.15675636943
2747,189309.8121861876
92,297484.47272460687
210,188764.35252507846
1858,206576.60700328567
2228,157155.99626420467
447,261568.6012557576
827,247495.31090094664
1649,219523.77224464132
682,129755.2579157882
2698,119205.54785606459
494,176670.5776485712
214,86652.20161487776
2441,245699.3689470571
2679,127208.54986780019
1336,126897.23694417506
465,184648.88120420394
1524,155341.37373132067
2543,123247.60033949242
631,144528.64699635727
2452,312340.7723798468
228,162070.54047621737
126,174073.3080661352
1092,247447.59809498023
1122,222411.2643314027
932,234929.51508918905
1980,73649.38749774342
2171,100611.59477046589
551,163775.7822484054
2768,197737.69599496844
2056,99452.01898388722
1159,330481.4191351194
2645,108273.05631194467
1174,177889.02317355343
2266,215921.8177492428
2462,352105.3874377237
1219,143007.5488929312
2922,164754.66335209424
118,147978.40946458554
474,167732.3678262712
2576,145883.79454086977
872,278583.60683309764
1077,231389.41376787215
1536,169405.2244806203
1150,119662.20660292856
2341,361004.4120415568
1931,144575.22242171233
2785,138279.3998575673
2538,128624.4249579104
597,200856.7985845091
464,211735.22033526603
233,222863.3387632272
2169,139327.1870491641
2123,188009.19353642227
1867,174560.76289990701
137,251874.58722916804
515,250437.9163593265
933,106425.61558935663
2784,174170.09135545263
972,158370.05652236383
599,151527.2810850585
2614,132340.1421646266
2582,135804.7973728214
1409,168990.88520416364
175,87950.2957172947
352,281104.2207991644
976,98036.37429614452
2134,200190.44520319486
984,114583.0363020193
2396,369422.4488245541
1673,131616.22552423656
404,115762.0751163318
607,164222.65804479475
814,163265.32722392434
868,195319.58147125493
2271,200823.09190273844
1633,258769.72530276573
337,166948.0446673676
2765,205557.51543871104
1746,227916.55678682346
368,364669.7148093928
2806,213466.9169100384
1662,181607.95721630473
1234,206031.22009397688
1373,120253.94631580912
1672,113007.5096816996
1939,128188.22234871896
